From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
EZR,P15311,reviewed,EZRI_HUMAN,Ezrin (Cytovillin) (Villin-2) (p81),EZR VIL2,Homo sapiens (Human),586
FAM131B,Q86XD5,reviewed,F131B_HUMAN,Protein FAM131B,FAM131B KIAA0773,Homo sapiens (Human),332
FAM135B,Q49AJ0,reviewed,F135B_HUMAN,Protein FAM135B,FAM135B C8orfK32,Homo sapiens (Human),1406
FAM47C,Q5HY64,reviewed,FA47C_HUMAN,Putative protein FAM47C,FAM47C,Homo sapiens (Human),1035
FANCA,O15360,reviewed,FANCA_HUMAN,"Fanconi anemia group A protein, Protein FACA",FANCA FAA FACA FANCH,Homo sapiens (Human),1455
FANCC,Q00597,reviewed,FANCC_HUMAN,"Fanconi anemia group C protein, Protein FACC",FANCC FAC FACC,Homo sapiens (Human),558
FANCD2,Q9BXW9,reviewed,FACD2_HUMAN,"Fanconi anemia group D2 protein, Protein FACD2",FANCD2 FACD,Homo sapiens (Human),1451
FANCE,Q9HB96,reviewed,FANCE_HUMAN,"Fanconi anemia group E protein, Protein FACE",FANCE FACE,Homo sapiens (Human),536
FANCF,Q9NPI8,reviewed,FANCF_HUMAN,"Fanconi anemia group F protein, Protein FACF",FANCF,Homo sapiens (Human),374
FANCG,O15287,reviewed,FANCG_HUMAN,"Fanconi anemia group G protein, Protein FACG (DNA repair protein XRCC9)",FANCG XRCC9,Homo sapiens (Human),622
FAS,P25445,reviewed,TNR6_HUMAN,Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95),FAS APT1 FAS1 TNFRSF6,Homo sapiens (Human),335
FAT1,Q14517,reviewed,FAT1_HUMAN,"Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form ]",FAT1 CDHF7 FAT,Homo sapiens (Human),4588
FAT3,Q8TDW7,reviewed,FAT3_HUMAN,"Protocadherin Fat 3, hFat3 (Cadherin family member 15) (FAT tumor suppressor homolog 3)",FAT3 CDHF15 KIAA1989,Homo sapiens (Human),4557
FAT4,Q6V0I7,reviewed,FAT4_HUMAN,"Protocadherin Fat 4, hFat4 (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)",FAT4 CDHF14 FATJ Nbla00548,Homo sapiens (Human),4981
FBLN2,P98095,reviewed,FBLN2_HUMAN,"Fibulin-2, FIBL-2",FBLN2,Homo sapiens (Human),1184
FBXO11,Q86XK2,reviewed,FBX11_HUMAN,"F-box only protein 11 (Protein arginine N-methyltransferase 9) (Vitiligo-associated protein 1, VIT-1)",FBXO11 FBX11 PRMT9 VIT1 UG063H01,Homo sapiens (Human),927
FBXW7,Q969H0,reviewed,FBXW7_HUMAN,"F-box/WD repeat-containing protein 7 (Archipelago homolog, hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)",FBXW7 FBW7 FBX30 SEL10,Homo sapiens (Human),707
FCGR2B,P31994,reviewed,FCG2B_HUMAN,"Low affinity immunoglobulin gamma Fc region receptor II-b, IgG Fc receptor II-b (CDw32) (Fc-gamma RII-b, Fc-gamma-RIIb, FcRII-b) (CD antigen CD32)",FCGR2B CD32 FCG2 IGFR2,Homo sapiens (Human),310
FCRL4,Q96PJ5,reviewed,FCRL4_HUMAN,"Fc receptor-like protein 4, FcR-like protein 4, FcRL4 (Fc receptor homolog 4, FcRH4) (IFGP family protein 2, hIFGP2) (Immune receptor translocation-associated protein 1) (CD antigen CD307d)",FCRL4 FCRH4 IFGP2 IRTA1,Homo sapiens (Human),515
FEN1,P39748,reviewed,FEN1_HUMAN,"Flap endonuclease 1, FEN-1, EC 3.1.-.- (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1, MF1, hFEN-1)",FEN1 RAD2,Homo sapiens (Human),380
FES,P07332,reviewed,FES_HUMAN,"Tyrosine-protein kinase Fes/Fps, EC 2.7.10.2 (Feline sarcoma/Fujinami avian sarcoma oncogene homolog) (Proto-oncogene c-Fes) (Proto-oncogene c-Fps) (p93c-fes)",FES FPS,Homo sapiens (Human),822
FEV,Q99581,reviewed,FEV_HUMAN,"Protein FEV (Fifth Ewing variant protein) (PC12 ETS domain-containing transcription factor 1, PC12 ETS factor 1, Pet-1)",FEV PET1,Homo sapiens (Human),238
FGFR1,P11362,reviewed,FGFR1_HUMAN,"Fibroblast growth factor receptor 1, FGFR-1, EC 2.7.10.1 (Basic fibroblast growth factor receptor 1, BFGFR, bFGF-R-1) (Fms-like tyrosine kinase 2, FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331)",FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR,Homo sapiens (Human),822
FGFR1OP,O95684,reviewed,CEP43_HUMAN,Centrosomal protein 43 (FGFR1 oncogene partner),CEP43 FGFR1OP FOP,Homo sapiens (Human),399
FGFR2,P21802,reviewed,FGFR2_HUMAN,"Fibroblast growth factor receptor 2, FGFR-2, EC 2.7.10.1 (K-sam, KGFR) (Keratinocyte growth factor receptor) (CD antigen CD332)",FGFR2 BEK KGFR KSAM,Homo sapiens (Human),821
FGFR3,P22607,reviewed,FGFR3_HUMAN,"Fibroblast growth factor receptor 3, FGFR-3, EC 2.7.10.1 (CD antigen CD333)",FGFR3 JTK4,Homo sapiens (Human),806
FGFR4,P22455,reviewed,FGFR4_HUMAN,"Fibroblast growth factor receptor 4, FGFR-4, EC 2.7.10.1 (CD antigen CD334)",FGFR4 JTK2 TKF,Homo sapiens (Human),802
FH,P07954,reviewed,FUMH_HUMAN,"Fumarate hydratase, mitochondrial, Fumarase, HsFH, EC 4.2.1.2",FH,Homo sapiens (Human),510
FHIT,P49789,reviewed,FHIT_HUMAN,"Bis(5'-adenosyl)-triphosphatase, EC 3.6.1.29 (AP3A hydrolase, AP3Aase) (Adenosine 5'-monophosphoramidase FHIT, EC 3.9.1.-) (Adenylylsulfatase, EC 3.6.2.1) (Adenylylsulfate-ammonia adenylyltransferase, EC 2.7.7.51) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase) (Fragile histidine triad protein)",FHIT,Homo sapiens (Human),147
FIP1L1,Q6UN15,reviewed,FIP1_HUMAN,"Pre-mRNA 3'-end-processing factor FIP1, hFip1 (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia)",FIP1L1 FIP1 RHE,Homo sapiens (Human),594
FKBP9,O95302,reviewed,FKBP9_HUMAN,"Peptidyl-prolyl cis-trans isomerase FKBP9, PPIase FKBP9, EC 5.2.1.8 (63 kDa FK506-binding protein, 63 kDa FKBP, FKBP-63) (FK506-binding protein 9, FKBP-9) (Rotamase)",FKBP9 FKBP60 FKBP63,Homo sapiens (Human),570
FLCN,Q8NFG4,reviewed,FLCN_HUMAN,Folliculin (BHD skin lesion fibrofolliculoma protein) (Birt-Hogg-Dube syndrome protein),FLCN BHD,Homo sapiens (Human),579
FLI1,Q01543,reviewed,FLI1_HUMAN,Friend leukemia integration 1 transcription factor (Proto-oncogene Fli-1) (Transcription factor ERGB),FLI1,Homo sapiens (Human),452
FLNA,P21333,reviewed,FLNA_HUMAN,"Filamin-A, FLN-A (Actin-binding protein 280, ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)",FLNA FLN FLN1,Homo sapiens (Human),2647
FLT3,P36888,reviewed,FLT3_HUMAN,"Receptor-type tyrosine-protein kinase FLT3, EC 2.7.10.1 (FL cytokine receptor) (Fetal liver kinase-2, FLK-2) (Fms-like tyrosine kinase 3, FLT-3) (Stem cell tyrosine kinase 1, STK-1) (CD antigen CD135)",FLT3 CD135 FLK2 STK1,Homo sapiens (Human),993
FLT4,P35916,reviewed,VGFR3_HUMAN,"Vascular endothelial growth factor receptor 3, VEGFR-3, EC 2.7.10.1 (Fms-like tyrosine kinase 4, FLT-4) (Tyrosine-protein kinase receptor FLT4)",FLT4 VEGFR3,Homo sapiens (Human),1363
FNBP1,Q96RU3,reviewed,FNBP1_HUMAN,"Formin-binding protein 1 (Formin-binding protein 17, hFBP17)",FNBP1 FBP17 KIAA0554,Homo sapiens (Human),617
FOXA1,P55317,reviewed,FOXA1_HUMAN,"Hepatocyte nuclear factor 3-alpha, HNF-3-alpha, HNF-3A (Forkhead box protein A1) (Transcription factor 3A, TCF-3A)",FOXA1 HNF3A TCF3A,Homo sapiens (Human),472
FOXL2,P58012,reviewed,FOXL2_HUMAN,Forkhead box protein L2,FOXL2,Homo sapiens (Human),376
FOXO1,Q12778,reviewed,FOXO1_HUMAN,Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma),FOXO1 FKHR FOXO1A,Homo sapiens (Human),655
FOXO3,O43524,reviewed,FOXO3_HUMAN,Forkhead box protein O3 (AF6q21 protein) (Forkhead in rhabdomyosarcoma-like 1),FOXO3 FKHRL1 FOXO3A,Homo sapiens (Human),673
FOXO4,P98177,reviewed,FOXO4_HUMAN,Forkhead box protein O4 (Fork head domain transcription factor AFX1),FOXO4 AFX AFX1 MLLT7,Homo sapiens (Human),505
FOXP1,Q9H334,reviewed,FOXP1_HUMAN,"Forkhead box protein P1 (Mac-1-regulated forkhead, MFH)",FOXP1 HSPC215,Homo sapiens (Human),677
FOXR1,Q6PIV2,reviewed,FOXR1_HUMAN,Forkhead box protein R1 (Forkhead box protein N5),FOXR1 FOXN5 DLNB13,Homo sapiens (Human),292
FSTL3,O95633,reviewed,FSTL3_HUMAN,Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein),FSTL3 FLRG UNQ674/PRO1308,Homo sapiens (Human),263
FUBP1,Q96AE4,reviewed,FUBP1_HUMAN,"Far upstream element-binding protein 1, FBP, FUSE-binding protein 1 (DNA helicase V, hDH V)",FUBP1,Homo sapiens (Human),644
FUS,P35637,reviewed,FUS_HUMAN,RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein),FUS TLS,Homo sapiens (Human),526
GAS7,O60861,reviewed,GAS7_HUMAN,"Growth arrest-specific protein 7, GAS-7",GAS7 KIAA0394,Homo sapiens (Human),476
GATA1,P15976,reviewed,GATA1_HUMAN,"Erythroid transcription factor (Eryf1) (GATA-binding factor 1, GATA-1, GF-1) (NF-E1 DNA-binding protein)",GATA1 ERYF1 GF1,Homo sapiens (Human),413
GATA2,P23769,reviewed,GATA2_HUMAN,Endothelial transcription factor GATA-2 (GATA-binding protein 2),GATA2,Homo sapiens (Human),480
GATA3,P23771,reviewed,GATA3_HUMAN,Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3),GATA3,Homo sapiens (Human),443
GLI1,P08151,reviewed,GLI1_HUMAN,Zinc finger protein GLI1 (Glioma-associated oncogene) (Oncogene GLI),GLI1 GLI,Homo sapiens (Human),1106
GMPS,P49915,reviewed,GUAA_HUMAN,"GMP synthase [glutamine-hydrolyzing], EC 6.3.5.2 (GMP synthetase) (Glutamine amidotransferase)",GMPS,Homo sapiens (Human),693
GNA11,P29992,reviewed,GNA11_HUMAN,"Guanine nucleotide-binding protein subunit alpha-11, G alpha-11, G-protein subunit alpha-11 (Guanine nucleotide-binding protein G(y) subunit alpha)",GNA11 GA11,Homo sapiens (Human),359
GNAQ,P50148,reviewed,GNAQ_HUMAN,Guanine nucleotide-binding protein G(q) subunit alpha (Guanine nucleotide-binding protein alpha-q),GNAQ GAQ,Homo sapiens (Human),359
GNAS,O95467,reviewed,GNAS3_HUMAN,"Neuroendocrine secretory protein 55, NESP55 [Cleaved into: LHAL tetrapeptide; GPIPIRRH peptide ]",GNAS GNAS1,Homo sapiens (Human),245
GOLGA5,Q8TBA6,reviewed,GOGA5_HUMAN,Golgin subfamily A member 5 (Cell proliferation-inducing gene 31 protein) (Golgin-84) (Protein Ret-II) (RET-fused gene 5 protein),GOLGA5 RETII RFG5 PIG31,Homo sapiens (Human),731
GOPC,Q9HD26,reviewed,GOPC_HUMAN,"Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10, PIST)",GOPC CAL FIG,Homo sapiens (Human),462
GPC3,P51654,reviewed,GPC3_HUMAN,Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Glypican-3 alpha subunit; Glypican-3 beta subunit ],GPC3 OCI5,Homo sapiens (Human),580
GPC5,P78333,reviewed,GPC5_HUMAN,Glypican-5 [Cleaved into: Secreted glypican-5 ],GPC5,Homo sapiens (Human),572
GPHN,Q9NQX3,reviewed,GEPH_HUMAN,"Gephyrin [Includes: Molybdopterin adenylyltransferase, MPT adenylyltransferase, EC 2.7.7.75 (Domain G); Molybdopterin molybdenumtransferase, MPT Mo-transferase, EC 2.10.1.1 (Domain E) ]",GPHN GPH KIAA1385,Homo sapiens (Human),736
GRIN2A,Q12879,reviewed,NMDE1_HUMAN,"Glutamate receptor ionotropic, NMDA 2A, GluN2A (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A, NMDAR2A, NR2A, hNR2A)",GRIN2A NMDAR2A,Homo sapiens (Human),1464
GRM3,Q14832,reviewed,GRM3_HUMAN,"Metabotropic glutamate receptor 3, mGluR3",GRM3 GPRC1C MGLUR3,Homo sapiens (Human),879
H3F3A,P84243,reviewed,H33_HUMAN,Histone H3.3,H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B,Homo sapiens (Human),136
H3F3B,P84243,reviewed,H33_HUMAN,Histone H3.3,H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B,Homo sapiens (Human),136
HERPUD1,Q15011,reviewed,HERP1_HUMAN,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein (Methyl methanesulfonate (MMF)-inducible fragment protein 1),HERPUD1 HERP KIAA0025 MIF1,Homo sapiens (Human),391
HEY1,Q9Y5J3,reviewed,HEY1_HUMAN,"Hairy/enhancer-of-split related with YRPW motif protein 1 (Cardiovascular helix-loop-helix factor 2, CHF-2) (Class B basic helix-loop-helix protein 31, bHLHb31) (HES-related repressor protein 1) (Hairy and enhancer of split-related protein 1, HESR-1) (Hairy-related transcription factor 1, HRT-1, hHRT1)",HEY1 BHLHB31 CHF2 HERP2 HESR1 HRT1,Homo sapiens (Human),304
HIF1A,Q16665,reviewed,HIF1A_HUMAN,"Hypoxia-inducible factor 1-alpha, HIF-1-alpha, HIF1-alpha (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78, bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8)",HIF1A BHLHE78 MOP1 PASD8,Homo sapiens (Human),826
HIP1,O00291,reviewed,HIP1_HUMAN,"Huntingtin-interacting protein 1, HIP-1 (Huntingtin-interacting protein I, HIP-I)",HIP1,Homo sapiens (Human),1037
HIST1H3B,P68431,reviewed,H31_HUMAN,Histone H3.1 (Histone H3/a) (Histone H3/b) (Histone H3/c) (Histone H3/d) (Histone H3/f) (Histone H3/h) (Histone H3/i) (Histone H3/j) (Histone H3/k) (Histone H3/l),H3C1 H3FA HIST1H3A; H3C2 H3FL HIST1H3B; H3C3 H3FC HIST1H3C; H3C4 H3FB HIST1H3D; H3C6 H3FD HIST1H3E; H3C7 H3FI HIST1H3F; H3C8 H3FH HIST1H3G; H3C10 H3FK HIST1H3H; H3C11 H3FF HIST1H3I; H3C12 H3FJ HIST1H3J,Homo sapiens (Human),136
HIST1H4I,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4-16 HIST4H4,Homo sapiens (Human),103
HLA-A,P04439,reviewed,HLAA_HUMAN,"HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A, HLA-A)",HLA-A HLAA,Homo sapiens (Human),365
HLF,Q16534,reviewed,HLF_HUMAN,Hepatic leukemia factor,HLF,Homo sapiens (Human),295
HMGA1,P17096,reviewed,HMGA1_HUMAN,"High mobility group protein HMG-I/HMG-Y, HMG-I(Y) (High mobility group AT-hook protein 1, High mobility group protein A1) (High mobility group protein R)",HMGA1 HMGIY,Homo sapiens (Human),107
HMGA2,P52926,reviewed,HMGA2_HUMAN,High mobility group protein HMGI-C (High mobility group AT-hook protein 2),HMGA2 HMGIC,Homo sapiens (Human),109
HMGN2P46,Q86SG4,reviewed,DPCA2_HUMAN,"Putative Dresden prostate carcinoma protein 2, D-PCa-2 (High mobility group nucleosome-binding domain-containing protein 2 pseudogene 46)",HMGN2P46 C15orf21,Homo sapiens (Human),172
HNF1A,P20823,reviewed,HNF1A_HUMAN,"Hepatocyte nuclear factor 1-alpha, HNF-1-alpha, HNF-1A (Liver-specific transcription factor LF-B1, LFB1) (Transcription factor 1, TCF-1)",HNF1A TCF1,Homo sapiens (Human),631
HNRNPA2B1,P22626,reviewed,ROA2_HUMAN,"Heterogeneous nuclear ribonucleoproteins A2/B1, hnRNP A2/B1",HNRNPA2B1 HNRPA2B1,Homo sapiens (Human),353
HOOK3,Q86VS8,reviewed,HOOK3_HUMAN,"Protein Hook homolog 3, h-hook3, hHK3",HOOK3,Homo sapiens (Human),718
HOXA11,P31270,reviewed,HXA11_HUMAN,Homeobox protein Hox-A11 (Homeobox protein Hox-1I),HOXA11 HOX1I,Homo sapiens (Human),313
HOXA13,P31271,reviewed,HXA13_HUMAN,Homeobox protein Hox-A13 (Homeobox protein Hox-1J),HOXA13 HOX1J,Homo sapiens (Human),388
HOXA9,P31269,reviewed,HXA9_HUMAN,Homeobox protein Hox-A9 (Homeobox protein Hox-1G),HOXA9 HOX1G,Homo sapiens (Human),272
HOXC11,O43248,reviewed,HXC11_HUMAN,Homeobox protein Hox-C11 (Homeobox protein Hox-3H),HOXC11 HOX3H,Homo sapiens (Human),304
HOXC13,P31276,reviewed,HXC13_HUMAN,Homeobox protein Hox-C13 (Homeobox protein Hox-3G),HOXC13 HOX3G,Homo sapiens (Human),330
HOXD11,P31277,reviewed,HXD11_HUMAN,Homeobox protein Hox-D11 (Homeobox protein Hox-4F),HOXD11 HOX4F,Homo sapiens (Human),338
HOXD13,P35453,reviewed,HXD13_HUMAN,Homeobox protein Hox-D13 (Homeobox protein Hox-4I),HOXD13 HOX4I,Homo sapiens (Human),343
HRAS,P01112,reviewed,RASH_HUMAN,"GTPase HRas, EC 3.6.5.2 (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed ]",HRAS HRAS1,Homo sapiens (Human),189
HSP90AA1,P07900,reviewed,HS90A_HUMAN,"Heat shock protein HSP 90-alpha, EC 3.6.4.10 (Heat shock 86 kDa, HSP 86, HSP86) (Lipopolysaccharide-associated protein 2, LAP-2, LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)",HSP90AA1 HSP90A HSPC1 HSPCA,Homo sapiens (Human),732
HSP90AB1,P08238,reviewed,HS90B_HUMAN,"Heat shock protein HSP 90-beta, HSP 90 (Heat shock 84 kDa, HSP 84, HSP84)",HSP90AB1 HSP90B HSPC2 HSPCB,Homo sapiens (Human),724
ID3,Q02535,reviewed,ID3_HUMAN,"DNA-binding protein inhibitor ID-3 (Class B basic helix-loop-helix protein 25, bHLHb25) (Helix-loop-helix protein HEIR-1) (ID-like protein inhibitor HLH 1R21) (Inhibitor of DNA binding 3) (Inhibitor of differentiation 3)",ID3 1R21 BHLHB25 HEIR1,Homo sapiens (Human),119
IDH1,O75874,reviewed,IDHC_HUMAN,"Isocitrate dehydrogenase [NADP] cytoplasmic, IDH, IDH1, EC 1.1.1.42 (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",IDH1 PICD,Homo sapiens (Human),414
IDH2,P48735,reviewed,IDHP_HUMAN,"Isocitrate dehydrogenase [NADP], mitochondrial, IDH, EC 1.1.1.42 (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",IDH2,Homo sapiens (Human),452
IGF2BP2,Q9Y6M1,reviewed,IF2B2_HUMAN,"Insulin-like growth factor 2 mRNA-binding protein 2, IGF2 mRNA-binding protein 2, IMP-2 (Hepatocellular carcinoma autoantigen p62) (IGF-II mRNA-binding protein 2) (VICKZ family member 2)",IGF2BP2 IMP2 VICKZ2,Homo sapiens (Human),599
IKBKB,O14920,reviewed,IKKB_HUMAN,"Inhibitor of nuclear factor kappa-B kinase subunit beta, I-kappa-B-kinase beta, IKK-B, IKK-beta, IkBKB, EC 2.7.11.10 (I-kappa-B kinase 2, IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta, NFKBIKB) (Serine/threonine protein kinase IKBKB, EC 2.7.11.1)",IKBKB IKKB,Homo sapiens (Human),756
IKZF1,Q13422,reviewed,IKZF1_HUMAN,DNA-binding protein Ikaros (Ikaros family zinc finger protein 1) (Lymphoid transcription factor LyF-1),IKZF1 IK1 IKAROS LYF1 ZNFN1A1,Homo sapiens (Human),519
IKZF3,Q9UKT9,reviewed,IKZF3_HUMAN,Zinc finger protein Aiolos (Ikaros family zinc finger protein 3),IKZF3 ZNFN1A3,Homo sapiens (Human),509
IL2,P60568,reviewed,IL2_HUMAN,"Interleukin-2, IL-2 (T-cell growth factor, TCGF) (Aldesleukin)",IL2,Homo sapiens (Human),153
IL21R,Q9HBE5,reviewed,IL21R_HUMAN,"Interleukin-21 receptor, IL-21 receptor, IL-21R (Novel interleukin receptor) (CD antigen CD360)",IL21R NILR UNQ3121/PRO10273,Homo sapiens (Human),538
IL6ST,P40189,reviewed,IL6RB_HUMAN,"Interleukin-6 receptor subunit beta, IL-6 receptor subunit beta, IL-6R subunit beta, IL-6R-beta, IL-6RB (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130, gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)",IL6ST,Homo sapiens (Human),918
IL7R,P16871,reviewed,IL7RA_HUMAN,"Interleukin-7 receptor subunit alpha, IL-7 receptor subunit alpha, IL-7R subunit alpha, IL-7R-alpha, IL-7RA (CDw127) (CD antigen CD127)",IL7R,Homo sapiens (Human),459
IRF4,Q15306,reviewed,IRF4_HUMAN,"Interferon regulatory factor 4, IRF-4 (Lymphocyte-specific interferon regulatory factor, LSIRF) (Multiple myeloma oncogene 1) (NF-EM5)",IRF4 MUM1,Homo sapiens (Human),451
IRS4,O14654,reviewed,IRS4_HUMAN,"Insulin receptor substrate 4, IRS-4 (160 kDa phosphotyrosine protein, py160) (Phosphoprotein of 160 kDa, pp160)",IRS4,Homo sapiens (Human),1257
ISX,Q2M1V0,reviewed,ISX_HUMAN,Intestine-specific homeobox (RAX-like homeobox),ISX RAXLX,Homo sapiens (Human),245
ITGAV,P06756,reviewed,ITAV_HUMAN,Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain ],ITGAV MSK8 VNRA VTNR,Homo sapiens (Human),1048
ITK,Q08881,reviewed,ITK_HUMAN,"Tyrosine-protein kinase ITK/TSK, EC 2.7.10.2 (Interleukin-2-inducible T-cell kinase, IL-2-inducible T-cell kinase) (Kinase EMT) (T-cell-specific kinase) (Tyrosine-protein kinase Lyk)",ITK EMT LYK,Homo sapiens (Human),620
JAK1,P23458,reviewed,JAK1_HUMAN,"Tyrosine-protein kinase JAK1, EC 2.7.10.2 (Janus kinase 1, JAK-1)",JAK1 JAK1A JAK1B,Homo sapiens (Human),1154
JAK2,O60674,reviewed,JAK2_HUMAN,"Tyrosine-protein kinase JAK2, EC 2.7.10.2 (Janus kinase 2, JAK-2)",JAK2,Homo sapiens (Human),1132
JAK3,P52333,reviewed,JAK3_HUMAN,"Tyrosine-protein kinase JAK3, EC 2.7.10.2 (Janus kinase 3, JAK-3) (Leukocyte janus kinase, L-JAK)",JAK3,Homo sapiens (Human),1124
JAZF1,Q86VZ6,reviewed,JAZF1_HUMAN,Juxtaposed with another zinc finger protein 1 (TAK1-interacting protein 27) (Zinc finger protein 802),JAZF1 TIP27 ZNF802,Homo sapiens (Human),243
JUN,P05412,reviewed,JUN_HUMAN,"Transcription factor Jun (Activator protein 1, AP1) (Proto-oncogene c-Jun) (Transcription factor AP-1 subunit Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (p39)",JUN,Homo sapiens (Human),331
KAT6A,Q92794,reviewed,KAT6A_HUMAN,"Histone acetyltransferase KAT6A, EC 2.3.1.48 (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3, MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)",KAT6A MOZ MYST3 RUNXBP2 ZNF220,Homo sapiens (Human),2004
KAT6B,Q8WYB5,reviewed,KAT6B_HUMAN,"Histone acetyltransferase KAT6B, EC 2.3.1.48 (Histone acetyltransferase MOZ2) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4, MYST-4) (Monocytic leukemia zinc finger protein-related factor)",KAT6B KIAA0383 MORF MOZ2 MYST4,Homo sapiens (Human),2073
KAT7,O95251,reviewed,KAT7_HUMAN,"Histone acetyltransferase KAT7, EC 2.3.1.48 (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2, MYST-2)",KAT7 HBO1 HBOa MYST2,Homo sapiens (Human),611
KCNJ5,P48544,reviewed,KCNJ5_HUMAN,"G protein-activated inward rectifier potassium channel 4, GIRK-4 (Cardiac inward rectifier, CIR) (Heart KATP channel) (Inward rectifier K(+) channel Kir3.4, IRK-4) (KATP-1) (Potassium channel, inwardly rectifying subfamily J member 5)",KCNJ5 GIRK4,Homo sapiens (Human),419
KDM5A,P29375,reviewed,KDM5A_HUMAN,"Lysine-specific demethylase 5A, EC 1.14.11.67 (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2, RBBP-2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A)",KDM5A JARID1A RBBP2 RBP2,Homo sapiens (Human),1690
KDM5C,P41229,reviewed,KDM5C_HUMAN,"Lysine-specific demethylase 5C, EC 1.14.11.67 (Histone demethylase JARID1C) (Jumonji/ARID domain-containing protein 1C) (Protein SmcX) (Protein Xe169) ([histone H3]-trimethyl-L-lysine(4) demethylase 5C)",KDM5C DXS1272E JARID1C SMCX XE169,Homo sapiens (Human),1560
KDM6A,O15550,reviewed,KDM6A_HUMAN,"Lysine-specific demethylase 6A, EC 1.14.11.68 (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase 6A)",KDM6A UTX,Homo sapiens (Human),1401
