From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	PubMed ID
LMO7	F8J2B5	unreviewed	F8J2B5_HUMAN	LIM domain only 7 protein	LMO7	Homo sapiens (Human)	1631	metal ion binding [GO:0046872]; regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]		metal ion binding [GO:0046872]	21670154
LMO7	F8WD26	unreviewed	F8WD26_HUMAN	LIM domain only protein 7	LMO7	Homo sapiens (Human)	1631	adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; actinin binding [GO:0042805]; metal ion binding [GO:0046872]; protein C-terminus binding [GO:0008022]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]	positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]	adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]	actinin binding [GO:0042805]; metal ion binding [GO:0046872]; protein C-terminus binding [GO:0008022]	15057823; 17081983; 16964243; 17924679; 18220336; 18691976; 18669648; 19690332; 20068231; 21269460; 21406692; 22814378; 23186163; 24275569; 28112733
LMO7	H0Y424	unreviewed	H0Y424_HUMAN	LIM domain only protein 7	LMO7	Homo sapiens (Human)	1055	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]			15057823; 17081983; 16964243; 18691976; 18669648; 19690332; 20068231; 21269460; 21406692; 22814378; 23186163; 24275569; 28112733
LMO7	H0YDG6	unreviewed	H0YDG6_HUMAN	LIM domain only protein 7	LMO7	Homo sapiens (Human)	305	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]			15057823; 17081983; 16964243; 18669648; 19690332; 20068231; 21406692; 23186163; 24275569
LMO7	H0YDQ3	unreviewed	H0YDQ3_HUMAN	LIM domain only protein 7	LMO7	Homo sapiens (Human)	292	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]			15057823; 20068231; 23186163
LMO7	H0YE95	unreviewed	H0YE95_HUMAN	LIM domain only protein 7	LMO7	Homo sapiens (Human)	179	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]			15057823; 20068231; 23186163
LMO7	J3KP06	unreviewed	J3KP06_HUMAN	LIM domain only protein 7	LMO7	Homo sapiens (Human)	1668	metal ion binding [GO:0046872]; regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]		metal ion binding [GO:0046872]	15057823; 17081983; 16964243; 17924679; 18220336; 18691976; 18669648; 19690332; 20068231; 21269460; 21406692; 22814378; 23186163; 24275569; 28112733
LMO7	U3KQE6	unreviewed	U3KQE6_HUMAN	LIM domain only protein 7	LMO7	Homo sapiens (Human)	99	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]	regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]			15057823
PBLD	P30039	reviewed	PBLD_HUMAN	Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-) (MAWD-binding protein) (MAWDBP) (Unknown protein 32 from 2D-page of liver tissue)	PBLD MAWBP	Homo sapiens (Human)	288	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; identical protein binding [GO:0042802]; isomerase activity [GO:0016853]; biosynthetic process [GO:0009058]; maintenance of gastrointestinal epithelium [GO:0030277]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]	biosynthetic process [GO:0009058]; maintenance of gastrointestinal epithelium [GO:0030277]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]	identical protein binding [GO:0042802]; isomerase activity [GO:0016853]	14702039; 15164054; 15489334; 11355021; 1286669; 22814378; 24275569; 15806103; 22068589
PBLD	A0A0C4DFS0	unreviewed	A0A0C4DFS0_HUMAN	MAWD binding protein, isoform CRA_d (Phenazine biosynthesis-like domain-containing protein)	PBLD MAWBP hCG_32856	Homo sapiens (Human)	255	catalytic activity [GO:0003824]; biosynthetic process [GO:0009058]	biosynthetic process [GO:0009058]		catalytic activity [GO:0003824]	11181995; 15164054
PBLD	V9GY00	unreviewed	V9GY00_HUMAN	Phenazine biosynthesis-like domain-containing protein	PBLD	Homo sapiens (Human)	90	catalytic activity [GO:0003824]; biosynthetic process [GO:0009058]	biosynthetic process [GO:0009058]		catalytic activity [GO:0003824]	15164054
GPRC5A	Q8NFJ5	reviewed	RAI3_HUMAN	Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Phorbol ester induced gene 1) (PEIG-1) (Retinoic acid-induced gene 1 protein) (RAIG-1)	GPRC5A GPCR5A RAI3 RAIG1	Homo sapiens (Human)	357	cytoplasmic vesicle membrane [GO:0030659]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; vesicle [GO:0031982]; cadherin binding [GO:0045296]; G protein-coupled receptor activity [GO:0004930]; protein kinase activator activity [GO:0030295]; negative regulation of epidermal growth factor-activated receptor activity [GO:0007175]; signal transduction [GO:0007165]	negative regulation of epidermal growth factor-activated receptor activity [GO:0007175]; signal transduction [GO:0007165]	cytoplasmic vesicle membrane [GO:0030659]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; vesicle [GO:0031982]	cadherin binding [GO:0045296]; G protein-coupled receptor activity [GO:0004930]; protein kinase activator activity [GO:0030295]	8832110; 9857033; 14702039; 15489334; 10783259; 10945465; 18000218; 17924679; 18691976; 18669648; 20068231; 21269460; 23186163; 25311788
GPRC5A	A0A3B3ITN8	unreviewed	A0A3B3ITN8_HUMAN	Retinoic acid-induced protein 3	GPRC5A	Homo sapiens (Human)	339	intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]		intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]	G protein-coupled receptor activity [GO:0004930]	16541075; 21269460
GPRC5A	F5GWG3	unreviewed	F5GWG3_HUMAN	Retinoic acid-induced protein 3	GPRC5A	Homo sapiens (Human)	273	intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]		intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]	G protein-coupled receptor activity [GO:0004930]	16541075; 21269460
GPRC5A	H0YFN2	unreviewed	H0YFN2_HUMAN	Retinoic acid-induced protein 3	GPRC5A	Homo sapiens (Human)	66					16541075
NCS1	P62166	reviewed	NCS1_HUMAN	Neuronal calcium sensor 1 (NCS-1) (Frequenin homolog) (Frequenin-like protein) (Frequenin-like ubiquitous protein)	NCS1 FLUP FREQ	Homo sapiens (Human)	190	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; calcium ion binding [GO:0005509]; calcium sensitive guanylate cyclase activator activity [GO:0008048]; voltage-gated calcium channel activity [GO:0005245]; regulation of neuron projection development [GO:0010975]	regulation of neuron projection development [GO:0010975]	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]	calcium ion binding [GO:0005509]; calcium sensitive guanylate cyclase activator activity [GO:0008048]; voltage-gated calcium channel activity [GO:0005245]	15164053; 15489334; 11606724; 12783849; 17555535; 21269460; 25255805; 11092894
CCDC85A	Q96PX6	reviewed	CC85A_HUMAN	Coiled-coil domain-containing protein 85A	CCDC85A KIAA1912	Homo sapiens (Human)	553	adherens junction [GO:0005912]		adherens junction [GO:0005912]		11572484; 15815621; 25009281
CCDC85A	A2VDJ7	unreviewed	A2VDJ7_HUMAN	CCDC85A protein	CCDC85A	Homo sapiens (Human)	277	adherens junction [GO:0005912]		adherens junction [GO:0005912]		15489334
HMCN2	Q8NDA2	reviewed	HMCN2_HUMAN	Hemicentin-2	HMCN2	Homo sapiens (Human)	5059	cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; response to stimulus [GO:0050896]	response to stimulus [GO:0050896]	cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]	calcium ion binding [GO:0005509]	15164053; 14702039; 17974005
HMCN2	A0A087WY63	unreviewed	A0A087WY63_HUMAN	Hemicentin-2	HMCN2	Homo sapiens (Human)	595	membrane [GO:0016020]; cell adhesion [GO:0007155]	cell adhesion [GO:0007155]	membrane [GO:0016020]		15164053
HMCN2	A0A096LPG1	unreviewed	A0A096LPG1_HUMAN	Hemicentin-2	HMCN2	Homo sapiens (Human)	479					15164053
HMCN2	A0A804HLC3	unreviewed	A0A804HLC3_HUMAN	Hemicentin-2	HMCN2	Homo sapiens (Human)	5079	basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]		basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; extracellular region [GO:0005576]	calcium ion binding [GO:0005509]	15164053
HMCN2	H0Y3X1	unreviewed	H0Y3X1_HUMAN	Hemicentin-2	HMCN2	Homo sapiens (Human)	309	calcium ion binding [GO:0005509]			calcium ion binding [GO:0005509]	15164053
PTBP3	O95758	reviewed	PTBP3_HUMAN	Polypyrimidine tract-binding protein 3 (Regulator of differentiation 1) (Rod1)	PTBP3 ROD1	Homo sapiens (Human)	552	nucleus [GO:0005634]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; anatomical structure morphogenesis [GO:0009653]; erythrocyte maturation [GO:0043249]; mRNA processing [GO:0006397]; negative regulation of RNA splicing [GO:0033119]; regulation of cell differentiation [GO:0045595]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	anatomical structure morphogenesis [GO:0009653]; erythrocyte maturation [GO:0043249]; mRNA processing [GO:0006397]; negative regulation of RNA splicing [GO:0033119]; regulation of cell differentiation [GO:0045595]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	nucleus [GO:0005634]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]	14702039; 17974005; 15164053; 15489334; 10207106; 18335065; 19413330; 19441079; 19608861; 20937273; 21269460; 23186163
PTBP3	B1ALY4	unreviewed	B1ALY4_HUMAN	Polypyrimidine tract-binding protein 3	PTBP3	Homo sapiens (Human)	77					15164053
PTBP3	X6R242	unreviewed	X6R242_HUMAN	Polypyrimidine tract-binding protein 3	PTBP3	Homo sapiens (Human)	182	RNA binding [GO:0003723]			RNA binding [GO:0003723]	15164053; 19413330; 21269460
TMEM218	A2RU14	reviewed	TM218_HUMAN	Transmembrane protein 218	TMEM218	Homo sapiens (Human)	115	cilium [GO:0005929]; membrane [GO:0016020]		cilium [GO:0005929]; membrane [GO:0016020]		15489334; 33791682; 35137054
TMEM218	B7ZM54	unreviewed	B7ZM54_HUMAN	TMEM218 protein (Transmembrane protein 218)	TMEM218	Homo sapiens (Human)	45	membrane [GO:0016020]		membrane [GO:0016020]		15489334; 16554811
TMEM218	E9PI23	unreviewed	E9PI23_HUMAN	Transmembrane protein 218	TMEM218	Homo sapiens (Human)	141	cilium [GO:0005929]; membrane [GO:0016020]		cilium [GO:0005929]; membrane [GO:0016020]		16554811
TMEM218	E9PL96	unreviewed	E9PL96_HUMAN	Transmembrane protein 218	TMEM218	Homo sapiens (Human)	70	cilium [GO:0005929]; membrane [GO:0016020]		cilium [GO:0005929]; membrane [GO:0016020]		16554811
TMEM218	E9PQM6	unreviewed	E9PQM6_HUMAN	Transmembrane protein 218	TMEM218	Homo sapiens (Human)	52	cilium [GO:0005929]; membrane [GO:0016020]		cilium [GO:0005929]; membrane [GO:0016020]		16554811
FBXL6	Q8N531	reviewed	FBXL6_HUMAN	F-box/LRR-repeat protein 6 (F-box and leucine-rich repeat protein 6) (F-box protein FBL6) (FBL6A)	FBXL6 FBL6	Homo sapiens (Human)	539	cytosol [GO:0005829]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]; ubiquitin-protein transferase activity [GO:0004842]; entrainment of circadian clock by photoperiod [GO:0043153]; G2/M transition of mitotic cell cycle [GO:0000086]; proteolysis [GO:0006508]; regulation of cell cycle [GO:0051726]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	entrainment of circadian clock by photoperiod [GO:0043153]; G2/M transition of mitotic cell cycle [GO:0000086]; proteolysis [GO:0006508]; regulation of cell cycle [GO:0051726]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	cytosol [GO:0005829]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]	ubiquitin-protein transferase activity [GO:0004842]	14702039; 15489334; 10531035
FBXL6	Q71RB6	unreviewed	Q71RB6_HUMAN	F-box and leucine-rich repeat protein 6, isoform CRA_d (PP14630)	FBXL6 hCG_24016	Homo sapiens (Human)	300					11181995
DGKG	P49619	reviewed	DGKG_HUMAN	Diacylglycerol kinase gamma (DAG kinase gamma) (EC 2.7.1.107) (Diglyceride kinase gamma) (DGK-gamma)	DGKG DAGK3	Homo sapiens (Human)	791	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; diacylglycerol kinase activity [GO:0004143]; lipid binding [GO:0008289]; diacylglycerol metabolic process [GO:0046339]; glycerolipid metabolic process [GO:0046486]; intracellular signal transduction [GO:0035556]; lipid phosphorylation [GO:0046834]; negative regulation of protein kinase C signaling [GO:0090038]; neuron development [GO:0048666]; phosphatidic acid biosynthetic process [GO:0006654]; platelet activation [GO:0030168]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]; regulation of dendrite development [GO:0050773]	diacylglycerol metabolic process [GO:0046339]; glycerolipid metabolic process [GO:0046486]; intracellular signal transduction [GO:0035556]; lipid phosphorylation [GO:0046834]; negative regulation of protein kinase C signaling [GO:0090038]; neuron development [GO:0048666]; phosphatidic acid biosynthetic process [GO:0006654]; platelet activation [GO:0030168]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]; regulation of dendrite development [GO:0050773]	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; membrane [GO:0016020]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; diacylglycerol kinase activity [GO:0004143]; lipid binding [GO:0008289]	8034597; 10071200; 14702039; 16641997; 15489334; 16959974
DGKG	H7C0L0	unreviewed	H7C0L0_HUMAN	Diacylglycerol kinase gamma	DGKG	Homo sapiens (Human)	154	ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; phosphorylation [GO:0016310]; signal transduction [GO:0007165]	phosphorylation [GO:0016310]; signal transduction [GO:0007165]		ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]	16641997
DGKG	Q2M589	unreviewed	Q2M589_HUMAN	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	DGKG	Homo sapiens (Human)	752	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; diacylglycerol kinase activity [GO:0004143]; glycerolipid metabolic process [GO:0046486]; phosphorylation [GO:0016310]; platelet activation [GO:0030168]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]	glycerolipid metabolic process [GO:0046486]; phosphorylation [GO:0016310]; platelet activation [GO:0030168]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]		ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; diacylglycerol kinase activity [GO:0004143]	
ORAI1	Q96D31	reviewed	CRCM1_HUMAN	Calcium release-activated calcium channel protein 1 (Protein orai-1) (Transmembrane protein 142A)	ORAI1 CRACM1 TMEM142A	Homo sapiens (Human)	301	basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; store-operated calcium channel activity [GO:0015279]; adaptive immune response [GO:0002250]; calcium ion import [GO:0070509]; calcium ion transmembrane transport [GO:0070588]; mammary gland epithelium development [GO:0061180]; positive regulation of adenylate cyclase activity [GO:0045762]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of insulin secretion [GO:0032024]; regulation of calcium ion transport [GO:0051924]; store-operated calcium entry [GO:0002115]	adaptive immune response [GO:0002250]; calcium ion import [GO:0070509]; calcium ion transmembrane transport [GO:0070588]; mammary gland epithelium development [GO:0061180]; positive regulation of adenylate cyclase activity [GO:0045762]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of insulin secretion [GO:0032024]; regulation of calcium ion transport [GO:0051924]; store-operated calcium entry [GO:0002115]	basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]	calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; store-operated calcium channel activity [GO:0015279]	15489334; 14702039; 16147976; 16766533; 16807233; 16733527; 16645049; 17905723; 18669648; 19249086; 20887894; 20418871; 20354224; 22084111; 22641696; 22586105; 22494970; 23307288; 24275569; 24591628; 27185316; 26956484; 28219928; 30481768; 23109337; 24351972; 16582901; 28058752
BTAF1	O14981	reviewed	BTAF1_HUMAN	TATA-binding protein-associated factor 172 (EC 3.6.4.-) (ATP-dependent helicase BTAF1) (B-TFIID transcription factor-associated 170 kDa subunit) (TAF(II)170) (TBP-associated factor 172) (TAF-172)	BTAF1 TAF172	Homo sapiens (Human)	1849	intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]; transcription coregulator activity [GO:0003712]; negative regulation of chromatin binding [GO:0035562]; negative regulation of DNA-templated transcription [GO:0045892]	negative regulation of chromatin binding [GO:0035562]; negative regulation of DNA-templated transcription [GO:0045892]	intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]; transcription coregulator activity [GO:0003712]	9342322; 9488487; 14702039; 15164054; 10642510; 15509807; 21269460; 23186163
BTAF1	Q05C17	unreviewed	Q05C17_HUMAN	BTAF1 protein	BTAF1	Homo sapiens (Human)	560	nucleus [GO:0005634]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]		nucleus [GO:0005634]	ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]	15489334
BTAF1	Q2M1V9	unreviewed	Q2M1V9_HUMAN	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae), isoform CRA_a)	BTAF1 hCG_19287	Homo sapiens (Human)	1849	intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]		intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]	11181995; 15489334
BTAF1	Q6PI32	unreviewed	Q6PI32_HUMAN	BTAF1 protein	BTAF1	Homo sapiens (Human)	420	nucleus [GO:0005634]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]		nucleus [GO:0005634]	ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]	15489334
BTAF1	Q8N6J1	unreviewed	Q8N6J1_HUMAN	BTAF1 protein	BTAF1	Homo sapiens (Human)	680	ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]			ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]	15489334
SALL2	Q9Y467	reviewed	SALL2_HUMAN	Sal-like protein 2 (Zinc finger protein 795) (Zinc finger protein SALL2) (Zinc finger protein Spalt-2) (Sal-2) (hSal2)	SALL2 KIAA0360 SAL2 ZNF795	Homo sapiens (Human)	1007	nucleus [GO:0005634]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; eye development [GO:0001654]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]	eye development [GO:0001654]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]	nucleus [GO:0005634]	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]	8975705; 9205841; 12168954; 12508121; 15489334; 16545361; 18669648; 18655026; 19413330; 19690332; 21406692; 23186163; 24412933
SALL2	A0A087X1T9	unreviewed	A0A087X1T9_HUMAN	Sal-like protein 2	SALL2	Homo sapiens (Human)	198					12508121
SALL2	A0A0B4J2F7	unreviewed	A0A0B4J2F7_HUMAN	Sal-like protein 2	SALL2	Homo sapiens (Human)	200					12508121
SALL2	E7EW59	unreviewed	E7EW59_HUMAN	Sal-like protein 2	SALL2	Homo sapiens (Human)	906					12508121; 18669648; 19413330; 19690332; 21406692; 23186163
SALL2	F5H1G6	unreviewed	F5H1G6_HUMAN	Sal-like protein 2	SALL2	Homo sapiens (Human)	99					12508121
SALL2	F5H433	unreviewed	F5H433_HUMAN	Sal-like protein 2	SALL2	Homo sapiens (Human)	1005	protein-containing complex binding [GO:0044877]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neural tube development [GO:0021915]	negative regulation of transcription by RNA polymerase II [GO:0000122]; neural tube development [GO:0021915]		protein-containing complex binding [GO:0044877]	12508121
SALL2	H0YFS7	unreviewed	H0YFS7_HUMAN	Sal-like protein 2	SALL2	Homo sapiens (Human)	902					12508121; 18669648; 19413330; 19690332; 21406692; 23186163
LYST	Q99698	reviewed	LYST_HUMAN	Lysosomal-trafficking regulator (Beige homolog)	LYST CHS CHS1	Homo sapiens (Human)	3801	cytosol [GO:0005829]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; protein kinase binding [GO:0019901]; defense response to bacterium [GO:0042742]; defense response to protozoan [GO:0042832]; defense response to virus [GO:0051607]; endosome to lysosome transport via multivesicular body sorting pathway [GO:0032510]; leukocyte chemotaxis [GO:0030595]; lysosome organization [GO:0007040]; mast cell secretory granule organization [GO:0033364]; melanosome organization [GO:0032438]; natural killer cell mediated cytotoxicity [GO:0042267]; phagocytosis [GO:0006909]; pigmentation [GO:0043473]; protein localization [GO:0008104]; protein transport [GO:0015031]	defense response to bacterium [GO:0042742]; defense response to protozoan [GO:0042832]; defense response to virus [GO:0051607]; endosome to lysosome transport via multivesicular body sorting pathway [GO:0032510]; leukocyte chemotaxis [GO:0030595]; lysosome organization [GO:0007040]; mast cell secretory granule organization [GO:0033364]; melanosome organization [GO:0032438]; natural killer cell mediated cytotoxicity [GO:0042267]; phagocytosis [GO:0006909]; pigmentation [GO:0043473]; protein localization [GO:0008104]; protein transport [GO:0015031]	cytosol [GO:0005829]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]	protein kinase binding [GO:0019901]	8896560; 8717042; 9215680; 16710414; 11984006; 14759258; 11857544; 18669648; 19369195; 23186163; 24275569; 25216107; 25425525; 26478006; 27881733; 20368792; 24521565; 31906877
LYST	A0A8V8TKS8	unreviewed	A0A8V8TKS8_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	77					16710414
LYST	A0A8V8TKT6	unreviewed	A0A8V8TKT6_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	1382					16710414
LYST	A0A8V8TKU7	unreviewed	A0A8V8TKU7_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	251					16710414
LYST	A0A8V8TKW4	unreviewed	A0A8V8TKW4_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	1076					16710414
LYST	A0A8V8TL52	unreviewed	A0A8V8TL52_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	1013					16710414
LYST	A0A8V8TL58	unreviewed	A0A8V8TL58_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	64					16710414
LYST	A0A8V8TL78	unreviewed	A0A8V8TL78_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	651					16710414
LYST	A0A8V8TL83	unreviewed	A0A8V8TL83_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	1266					16710414
LYST	A0A8V8TM32	unreviewed	A0A8V8TM32_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	629					16710414
LYST	A0A8V8TM69	unreviewed	A0A8V8TM69_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	1408					16710414
LYST	A0A8V8TMB4	unreviewed	A0A8V8TMB4_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	208					16710414
LYST	A0A8V8TMC0	unreviewed	A0A8V8TMC0_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	73					16710414
